Data Medicao,Dia do Mês,Dia da Semana,Mês,"PRECIPITACAO TOTAL, DIARIO (AUT)(mm)","TEMPERATURA MAXIMA, DIARIA (AUT)(°C)","TEMPERATURA MEDIA, DIARIA (AUT)(°C)","TEMPERATURA MINIMA, DIARIA (AUT)(°C)","UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%)","UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%)"
17/01/2006,17,3,1,"0,2","30,3","26,713","23,7",74,56
18/01/2006,18,4,1,"2,2","30,7","26,933",25,"69,792",55
19/01/2006,19,5,1,0,"29,7","26,213","22,1","70,375",53
20/01/2006,20,6,1,"1,4","30,2","25,542","20,8","71,5",47
21/01/2006,21,7,1,0,"30,8","27,367","25,3","65,875",47
22/01/2006,22,1,1,0,"30,5","27,404","25,5","65,542",53
23/01/2006,23,2,1,0,"30,6","27,088","22,8","69,25",53
24/01/2006,24,3,1,0,"30,6","27,292","25,5","68,25",52
25/01/2006,25,4,1,0,"30,9","27,479","25,2","69,167",56
26/01/2006,26,5,1,"0,2","32,2","27,704","25,1","66,25",38
27/01/2006,27,6,1,0,"30,8","27,754","25,7","67,458",52
28/01/2006,28,7,1,0,31,"27,742","25,3","67,75",50
29/01/2006,29,1,1,0,"31,3","27,225","22,5","69,208",53
30/01/2006,30,2,1,"0,8","31,3","27,118","22,3","71,682",51
31/01/2006,31,3,1,null,"30,9","27,714","25,4","64,909",47
01/02/2006,1,4,2,0,"31,1","26,933","21,1",64,43
02/02/2006,2,5,2,2,"31,2","26,958","22,7","69,625",50
03/02/2006,3,6,2,0,"31,2","27,8","25,5",67,48
04/02/2006,4,7,2,0,"31,7","27,479","23,2","68,5",49
05/02/2006,5,1,2,0,"31,3","27,896","25,8","63,292",46
06/02/2006,6,2,2,0,"31,1","27,8","24,3","66,25",48
07/02/2006,7,3,2,0,"32,4","27,513","22,7","68,875",49
08/02/2006,8,4,2,0,"31,7","27,113",22,"71,208",51
09/02/2006,9,5,2,0,"31,7","27,933","24,3","65,625",49
10/02/2006,10,6,2,0,"31,5","27,613","23,6","67,083",50
11/02/2006,11,7,2,null,32,null,"24,5","67,556",48
12/02/2006,12,1,2,0,31,"26,517","22,4","70,304",38
13/02/2006,13,2,2,"0,2","32,1","26,867","23,2","73,25",49
14/02/2006,14,3,2,"4,4","31,9","27,621","24,3","72,917",51
15/02/2006,15,4,2,0,"32,4","27,042","21,8","70,792",44
16/02/2006,16,5,2,"1,8","31,3","27,552","23,5","68,87",50
17/02/2006,17,6,2,0,"32,1","28,125","23,3","67,208",51
18/02/2006,18,7,2,"0,6","32,4","27,854","23,2","71,042",50
19/02/2006,19,1,2,"0,4",32,"28,054","24,8","68,125",49
20/02/2006,20,2,2,0,"31,7","27,383","21,4","64,5",40
21/02/2006,21,3,2,0,"30,6","26,913","23,6","70,87",52
22/02/2006,22,4,2,0,"31,1","26,654","24,6","77,167",53
23/02/2006,23,5,2,"1,4","32,9","27,275","22,6",75,51
24/02/2006,24,6,2,22,"31,5","27,388","23,5","74,125",47
25/02/2006,25,7,2,0,"31,8","26,9","22,6","76,125",57
26/02/2006,26,1,2,0,"32,6",null,"22,9","75,35",53
27/02/2006,27,2,2,null,null,null,null,null,55
28/02/2006,28,3,2,null,null,null,null,null,56
01/03/2006,1,4,3,null,"31,7","27,475","23,2","71,083",52
02/03/2006,2,5,3,7,"31,5","27,367","24,3","73,458",52
03/03/2006,3,6,3,"39,6","30,3","25,771","21,7",81,61
04/03/2006,4,7,3,1,"31,2","27,463","24,4","77,083",56
05/03/2006,5,1,3,null,null,null,"24,2","70,583",49
06/03/2006,6,2,3,null,null,null,null,null,70
07/03/2006,7,3,3,null,null,null,null,null,63
08/03/2006,8,4,3,null,null,null,null,null,null
09/03/2006,9,5,3,null,null,null,null,null,null
10/03/2006,10,6,3,null,null,null,null,null,null
11/03/2006,11,7,3,null,null,null,null,null,null
12/03/2006,12,1,3,null,null,null,null,null,null
13/03/2006,13,2,3,null,null,null,null,null,null
14/03/2006,14,3,3,null,null,null,null,null,null
15/03/2006,15,4,3,null,null,null,null,null,47
16/03/2006,16,5,3,0,"32,4","27,621","22,5","71,083",47
17/03/2006,17,6,3,"13,2","31,5","27,817","22,8","72,917",54
18/03/2006,18,7,3,"0,2","31,2","27,592","23,8","73,708",56
19/03/2006,19,1,3,"12,2","30,9","26,996","23,5","76,167",58
20/03/2006,20,2,3,"10,2","30,6","26,458","23,6","80,083",61
21/03/2006,21,3,3,"0,8","31,3","26,5","21,9","76,167",50
22/03/2006,22,4,3,1,"30,8","26,858",23,"75,667",51
23/03/2006,23,5,3,0,"29,6","26,388","23,4","81,292",65
24/03/2006,24,6,3,"51,6","31,2","26,346","22,5","78,958",55
25/03/2006,25,7,3,"1,4",31,"26,721","22,5","78,625",59
26/03/2006,26,1,3,"5,2","31,1","27,092","23,2","79,417",61
27/03/2006,27,2,3,"1,2","31,3","27,404","23,9","78,208",57
28/03/2006,28,3,3,0,32,"27,488","23,2",75,53
29/03/2006,29,4,3,0,"32,1","27,196","22,7","74,625",49
30/03/2006,30,5,3,0,"31,5",null,"22,8","79,75",55
31/03/2006,31,6,3,null,null,null,null,null,76
01/04/2006,1,7,4,null,null,null,null,null,null
02/04/2006,2,1,4,null,"30,6","25,933",null,"82,125",60
03/04/2006,3,2,4,null,null,null,"23,7",null,53
04/04/2006,4,3,4,null,"31,5","27,039","22,7","73,826",49
05/04/2006,5,4,4,"4,8","31,1","26,779","23,1","78,583",61
06/04/2006,6,5,4,"3,8","31,2","27,325","24,2","78,833",58
07/04/2006,7,6,4,0,"30,7","27,604",24,"74,25",58
08/04/2006,8,7,4,"0,6","31,9","27,663","24,2","74,042",51
09/04/2006,9,1,4,"91,6","29,4","25,308","22,4","85,667",66
10/04/2006,10,2,4,0,"31,5","26,246","22,6","78,333",54
11/04/2006,11,3,4,"0,2","31,3","26,563","22,2","78,417",58
12/04/2006,12,4,4,0,"31,3","26,304","22,3","78,792",56
13/04/2006,13,5,4,2,"30,8","26,588","23,9",81,62
14/04/2006,14,6,4,"22,4","30,4","26,546","23,1","81,5",64
15/04/2006,15,7,4,"30,8",30,"26,321","23,9","79,458",57
16/04/2006,16,1,4,0,null,null,"21,8",null,74
17/04/2006,17,2,4,null,null,null,null,null,71
18/04/2006,18,3,4,null,"29,5","25,8","23,3","82,609",62
19/04/2006,19,4,4,"0,2","30,7","26,35","23,1","80,083",60
20/04/2006,20,5,4,7,"30,6","26,508","22,9","80,083",60
21/04/2006,21,6,4,0,"30,9","26,417","22,5",79,57
22/04/2006,22,7,4,1,"30,6","26,9","22,7","77,542",57
23/04/2006,23,1,4,"25,4","27,7","25,054","23,7","87,75",75
24/04/2006,24,2,4,"20,2","29,7","25,821","23,4","84,208",67
25/04/2006,25,3,4,"9,4","30,1","26,158","23,7","82,708",61
26/04/2006,26,4,4,"9,8","30,2","26,254",23,"80,75",61
27/04/2006,27,5,4,"1,2","30,4","26,196","22,8","80,292",60
28/04/2006,28,6,4,"0,2","30,1","26,146","23,3","81,917",60
29/04/2006,29,7,4,"1,2","30,4","26,546","23,1",81,64
30/04/2006,30,1,4,"71,8","28,6","25,171","23,6","88,167",71
01/05/2006,1,2,5,23,29,"25,163",23,"86,792",72
02/05/2006,2,3,5,"2,2","30,1","26,335","23,8","82,696",66
03/05/2006,3,4,5,null,"30,5",null,24,"80,095",64
04/05/2006,4,5,5,4,"29,8","25,622","23,4","84,87",64
05/05/2006,5,6,5,null,null,null,"22,3",null,91
06/05/2006,6,7,5,null,null,null,null,null,null
07/05/2006,7,1,5,null,"30,6","26,625",null,"77,208",55
08/05/2006,8,2,5,0,"29,4","25,829","23,2","79,667",61
09/05/2006,9,3,5,"0,4",30,"26,221","23,9","79,958",63
10/05/2006,10,4,5,null,null,null,null,"77,231",61
11/05/2006,11,5,5,0,"30,4","25,642","22,2","77,833",53
12/05/2006,12,6,5,0,null,null,"22,4",null,74
13/05/2006,13,7,5,null,null,null,null,null,null
14/05/2006,14,1,5,null,null,null,null,null,null
15/05/2006,15,2,5,null,null,null,null,null,74
16/05/2006,16,3,5,null,null,null,null,null,87
17/05/2006,17,4,5,null,null,null,null,null,null
18/05/2006,18,5,5,null,null,null,null,null,null
19/05/2006,19,6,5,null,null,null,null,null,91
20/05/2006,20,7,5,null,"28,8","24,717",null,"78,304",57
21/05/2006,21,1,5,null,null,null,null,null,80
22/05/2006,22,2,5,null,null,null,null,null,65
23/05/2006,23,3,5,null,null,null,null,null,66
24/05/2006,24,4,5,null,"29,3","24,735","20,9","80,391",63
25/05/2006,25,5,5,"30,2",29,"25,308","23,3","84,417",67
26/05/2006,26,6,5,3,"28,4",null,"23,1","79,133",10
27/05/2006,27,7,5,null,null,null,null,null,null
28/05/2006,28,1,5,null,null,null,null,null,null
29/05/2006,29,2,5,null,null,null,null,null,null
30/05/2006,30,3,5,null,null,null,null,null,null
31/05/2006,31,4,5,null,null,null,null,null,64
01/06/2006,1,5,6,null,"29,2","24,442",20,"76,75",53
02/06/2006,2,6,6,0,"28,6","23,487","20,8","84,391",65
03/06/2006,3,7,6,"1,2","28,6","24,833",21,"77,458",59
04/06/2006,4,1,6,"9,4","27,8","24,883","22,5","79,708",63
05/06/2006,5,2,6,"1,6","28,5","24,858","22,8","82,583",62
06/06/2006,6,3,6,0,"29,3","24,913","22,4","80,375",60
07/06/2006,7,4,6,"30,8","26,2","23,675","22,5","89,875",79
08/06/2006,8,5,6,"45,4","27,2","24,113",22,"83,208",70
09/06/2006,9,6,6,1,"27,9","24,525","21,8","81,708",69
10/06/2006,10,7,6,"2,2","28,4","24,85","21,8","79,208",60
11/06/2006,11,1,6,"1,6","28,6","24,163","22,9","83,083",69
12/06/2006,12,2,6,"60,8","29,5","24,625","21,3","82,167",61
13/06/2006,13,3,6,"20,4","27,4","24,458","22,6",84,66
14/06/2006,14,4,6,"1,8","28,4","24,975","21,9","78,333",62
15/06/2006,15,5,6,"3,6","27,6","24,179","21,5","82,542",70
16/06/2006,16,6,6,"13,4","29,1","25,429","23,1","79,583",57
17/06/2006,17,7,6,"0,2","28,6","24,629","21,5","84,5",67
18/06/2006,18,1,6,"11,8","28,6","24,958","21,9","82,75",66
19/06/2006,19,2,6,11,"28,1","25,913","23,3",70,60
20/06/2006,20,3,6,"0,2","28,1","25,35","24,6","72,417",59
21/06/2006,21,4,6,"80,2","25,4","23,488","21,6","89,083",77
22/06/2006,22,5,6,"47,2","28,3","24,692","20,9","78,792",65
23/06/2006,23,6,6,"12,2","27,9","24,613","21,7","79,333",60
24/06/2006,24,7,6,"1,4","27,3","23,929","21,2","83,417",70
25/06/2006,25,1,6,"10,4","28,1","24,888","22,2","79,042",64
26/06/2006,26,2,6,"7,6",27,"23,825","22,3","86,25",68
27/06/2006,27,3,6,"9,8","26,4","23,713",22,"89,292",77
28/06/2006,28,4,6,"40,2","28,1","24,442","22,1","84,083",63
29/06/2006,29,5,6,"4,2",28,"24,579","22,3","80,125",61
30/06/2006,30,6,6,"4,8",28,"24,496","21,8","79,833",63
01/07/2006,1,7,7,"1,2","28,2","24,442","21,6","79,833",57
02/07/2006,2,1,7,"1,4","27,9","25,383","22,9","73,083",61
03/07/2006,3,2,7,0,"28,4","25,313","23,3",72,54
04/07/2006,4,3,7,"0,4",28,null,"20,6","79,286",59
05/07/2006,5,4,7,"0,2","27,5","23,338","19,6","84,333",67
06/07/2006,6,5,7,"15,2","27,8","24,492","22,2","80,917",64
07/07/2006,7,6,7,"0,6","27,9","23,467","20,2","84,792",66
08/07/2006,8,7,7,"34,2","24,8","22,638","21,4","88,625",78
09/07/2006,9,1,7,"8,4","27,9","24,304","21,9","80,458",65
10/07/2006,10,2,7,3,"27,8","24,104","20,7","78,583",57
11/07/2006,11,3,7,"11,8","27,6","23,929","21,6","86,542",72
12/07/2006,12,4,7,18,28,"25,242","22,7","78,75",64
13/07/2006,13,5,7,"7,4","27,6","24,317","21,6","75,5",56
14/07/2006,14,6,7,"7,2","27,8","23,771","20,6","79,042",57
15/07/2006,15,7,7,"1,6","29,1","24,291","20,6","79,609",51
16/07/2006,16,1,7,4,"28,6","24,183","20,8","83,208",63
17/07/2006,17,2,7,"36,2","26,3","23,45","21,9","84,917",69
18/07/2006,18,3,7,"10,4","27,2","23,687","21,1","79,565",59
19/07/2006,19,4,7,"0,6","27,3","23,296",20,"80,458",60
20/07/2006,20,5,7,0,"27,4","23,229","20,2","78,667",56
21/07/2006,21,6,7,0,"27,6","23,429","19,9","78,75",58
22/07/2006,22,7,7,0,"27,8","23,575","19,9","78,708",60
23/07/2006,23,1,7,"5,2","27,1","23,696","20,9","80,708",66
24/07/2006,24,2,7,"13,2","26,8","22,588","19,5","86,5",70
25/07/2006,25,3,7,2,"26,4","22,988","21,1","86,583",74
26/07/2006,26,4,7,"42,4","27,3","24,079","21,8","83,167",67
27/07/2006,27,5,7,"3,2",28,"23,475","19,8","78,708",55
28/07/2006,28,6,7,"0,2","28,1","23,796","20,7","81,208",58
29/07/2006,29,7,7,"0,2","29,2","24,358","20,6","80,583",57
30/07/2006,30,1,7,0,"29,4","24,567","20,5","81,625",60
31/07/2006,31,2,7,1,"28,6","24,813","21,7","81,125",63
01/08/2006,1,3,8,"1,4",28,"25,25","23,2","72,417",57
02/08/2006,2,4,8,"0,4","28,1","23,704","19,8","76,542",55
03/08/2006,3,5,8,"0,2","27,1","22,563","19,4","82,75",61
04/08/2006,4,6,8,15,"26,1","23,029","21,2","81,917",66
05/08/2006,5,7,8,10,"27,5","23,225","18,4","73,833",54
06/08/2006,6,1,8,0,"27,4","24,621","23,3","69,833",58
07/08/2006,7,2,8,"6,6","27,8","24,143","20,8","74,826",52
08/08/2006,8,3,8,0,"27,7","23,492","19,4","80,167",62
09/08/2006,9,4,8,"30,8","27,8","24,546","22,3","83,375",68
10/08/2006,10,5,8,"5,6","28,1","25,246","22,7","75,875",62
11/08/2006,11,6,8,"1,4","27,1","23,888","20,2","77,333",57
12/08/2006,12,7,8,"8,6","26,8","23,171","20,7","84,042",68
13/08/2006,13,1,8,"7,6","27,7","24,863","22,4",74,57
14/08/2006,14,2,8,"0,8","28,6","24,017","19,3","75,042",52
15/08/2006,15,3,8,5,"28,8",null,"20,6","81,05",52
16/08/2006,16,4,8,null,"24,9","23,171","21,5","87,5",78
17/08/2006,17,5,8,"14,4","27,8","24,4","21,2","75,958",55
18/08/2006,18,6,8,"7,6","27,1","23,796","20,9","79,833",61
19/08/2006,19,7,8,"0,2",28,"23,579","19,8","78,833",57
20/08/2006,20,1,8,0,"28,6","23,804","19,6","79,292",55
21/08/2006,21,2,8,"1,4","29,1","24,571","21,1","78,542",56
22/08/2006,22,3,8,0,"29,3","25,104","21,3","77,25",53
23/08/2006,23,4,8,"0,2","28,3","25,775","24,3","70,25",59
24/08/2006,24,5,8,2,"28,3","24,663","21,6","74,333",54
25/08/2006,25,6,8,0,"27,3","24,817",22,"71,208",63
26/08/2006,26,7,8,0,29,"25,358",23,"61,292",37
27/08/2006,27,1,8,1,"28,3","23,921",19,"76,667",56
28/08/2006,28,2,8,"5,8","28,4","23,917","20,7","76,667",55
29/08/2006,29,3,8,0,"28,7","23,746","19,2","78,292",51
30/08/2006,30,4,8,0,"29,5","24,571","20,1","79,458",58
31/08/2006,31,5,8,"28,2","25,2","22,767","21,3","88,292",80
01/09/2006,1,6,9,"39,4","27,3","23,538","21,2","81,208",61
02/09/2006,2,7,9,"0,6","28,1","23,938","21,2","78,625",62
03/09/2006,3,1,9,0,"29,3","24,871","21,5","78,417",59
04/09/2006,4,2,9,0,"29,2","24,946","21,3","76,875",57
05/09/2006,5,3,9,0,"29,1","25,278","20,8","73,304",57
06/09/2006,6,4,9,0,"28,7","24,317","19,7","76,542",52
07/09/2006,7,5,9,3,28,"24,442","21,8","74,708",51
08/09/2006,8,6,9,"5,6","27,9","24,163","21,2","77,292",60
09/09/2006,9,7,9,4,"27,6","24,254","21,8","77,375",62
10/09/2006,10,1,9,12,"28,7","24,796","21,7","78,75",58
11/09/2006,11,2,9,0,"27,9","24,913","23,3","75,917",60
12/09/2006,12,3,9,"8,2","28,6","24,954","22,1","66,25",39
13/09/2006,13,4,9,"0,8",28,"23,167","19,5",79,56
14/09/2006,14,5,9,"3,4","27,6","24,392","21,1","73,833",60
15/09/2006,15,6,9,0,"28,4","24,175","19,4","76,917",57
16/09/2006,16,7,9,"0,2","28,9","25,746","23,3","75,083",61
17/09/2006,17,1,9,0,"28,3","25,763","23,2","72,708",61
18/09/2006,18,2,9,0,"28,7","25,504","23,8","71,625",47
19/09/2006,19,3,9,"0,4","29,1","25,442","22,2","73,042",54
20/09/2006,20,4,9,"0,8","28,5","25,358",21,"71,083",55
21/09/2006,21,5,9,"0,8","28,6","25,171","21,1","74,292",59
22/09/2006,22,6,9,0,"28,7","25,858","22,6","72,333",60
23/09/2006,23,7,9,0,"28,9","24,908",21,75,56
24/09/2006,24,1,9,0,29,"24,95","19,9","70,917",51
25/09/2006,25,2,9,0,"29,1","24,696","20,2","73,208",55
26/09/2006,26,3,9,0,"28,9","25,125","20,9","76,042",60
27/09/2006,27,4,9,"1,8","28,5","25,533","23,1","73,208",58
28/09/2006,28,5,9,0,"28,7","25,673","22,5","65,364",45
29/09/2006,29,6,9,0,"29,2","24,983","20,1","69,167",52
30/09/2006,30,7,9,0,"29,5","24,517",20,"74,625",50
01/10/2006,1,1,10,"0,4","28,8","25,971","23,8","71,875",57
02/10/2006,2,2,10,0,"29,1","25,858","23,9","69,542",54
03/10/2006,3,3,10,0,"29,3","25,321","20,5","70,875",52
04/10/2006,4,4,10,0,"29,5","25,471","20,1","69,75",46
05/10/2006,5,5,10,0,"29,6","26,642","24,2","65,375",50
06/10/2006,6,6,10,0,"29,5","26,467",24,"67,583",52
07/10/2006,7,7,10,0,"29,7","26,67","25,1","69,348",56
08/10/2006,8,1,10,"0,2","29,3","26,396","24,3","68,208",53
09/10/2006,9,2,10,"1,2",30,"26,333","23,7","67,375",44
10/10/2006,10,3,10,"0,2","29,5","26,646","24,3","67,375",49
11/10/2006,11,4,10,"2,2","28,7","26,192","23,5","71,542",62
12/10/2006,12,5,10,"0,4","29,8","26,404","24,6","68,375",54
13/10/2006,13,6,10,0,"29,4","25,942","21,3","66,917",47
14/10/2006,14,7,10,0,30,"25,642","20,6","74,167",56
15/10/2006,15,1,10,0,"30,6","27,063","25,6","71,333",50
16/10/2006,16,2,10,0,"30,6","27,021","24,3","66,125",43
17/10/2006,17,3,10,"0,4","30,6","26,85","23,5","69,333",51
18/10/2006,18,4,10,0,"30,4","26,75","22,6","68,833",50
19/10/2006,19,5,10,0,"31,3","26,971","22,6","66,75",47
20/10/2006,20,6,10,0,"31,4","25,983","20,3","69,25",47
21/10/2006,21,7,10,0,"31,3","25,921",21,"71,875",51
22/10/2006,22,1,10,0,"30,5","26,971","22,6","66,5",45
23/10/2006,23,2,10,"0,2","30,3","26,613","21,4","66,708",47
24/10/2006,24,3,10,"0,8","30,2","26,667","23,3","66,708",52
25/10/2006,25,4,10,2,"30,6","26,292","22,6","71,25",49
26/10/2006,26,5,10,"0,2","30,4","26,55","22,4","68,417",48
27/10/2006,27,6,10,0,"30,8","26,25","21,1","66,667",49
28/10/2006,28,7,10,0,"30,9","26,026","20,3","66,609",46
29/10/2006,29,1,10,0,"30,9","26,175","21,2","66,875",45
30/10/2006,30,2,10,0,"30,9","26,629","21,6","65,917",44
31/10/2006,31,3,10,"1,8","29,9","26,625","24,3","67,125",50
01/11/2006,1,4,11,"0,2",30,"25,783","20,6","70,261",50
02/11/2006,2,5,11,"3,4","29,7","26,671",24,"72,083",59
03/11/2006,3,6,11,"0,4","29,8","26,479",24,"64,417",44
04/11/2006,4,7,11,0,"30,3","25,567","19,2","66,417",48
05/11/2006,5,1,11,null,"30,7",null,"24,9","64,619",50
06/11/2006,6,2,11,0,"31,3","27,504","23,8","64,696",49
07/11/2006,7,3,11,"0,2","31,7","26,809","22,1","69,348",45
08/11/2006,8,4,11,0,32,"27,391","23,6","69,864",50
09/11/2006,9,5,11,0,"31,8","26,679","21,8","68,667",45
10/11/2006,10,6,11,0,"31,4","26,8","22,1","69,292",47
11/11/2006,11,7,11,0,"32,1","26,486","20,7","67,909",42
12/11/2006,12,1,11,0,32,"27,021",22,"70,375",47
13/11/2006,13,2,11,0,"30,9","27,296",25,"67,5",50
14/11/2006,14,3,11,0,"31,4","27,246","24,3","64,333",47
15/11/2006,15,4,11,"2,4","29,3","26,104","24,9","76,542",60
16/11/2006,16,5,11,"35,4","29,2","25,971","22,4","75,458",60
17/11/2006,17,6,11,"4,4","29,6","25,9","22,1","74,375",57
18/11/2006,18,7,11,"2,8","29,6","25,791",22,"75,391",55
19/11/2006,19,1,11,"23,2",30,"26,042","22,3","75,875",56
20/11/2006,20,2,11,1,"30,3","26,479","23,2","73,083",54
21/11/2006,21,3,11,0,"30,8","27,217","24,9",67,45
22/11/2006,22,4,11,0,"30,6","26,538",22,"68,708",46
23/11/2006,23,5,11,0,"30,3","26,846","22,6","69,75",55
24/11/2006,24,6,11,0,30,"27,238","25,3","66,792",52
25/11/2006,25,7,11,0,"30,3","26,792","22,6","68,292",50
26/11/2006,26,1,11,11,"30,1","25,988","22,8","73,25",49
27/11/2006,27,2,11,0,"29,9","26,233","21,3","70,083",55
28/11/2006,28,3,11,0,"30,5","26,752","22,8","70,522",56
29/11/2006,29,4,11,0,"30,7","27,243",25,"68,348",52
30/11/2006,30,5,11,0,"30,5","26,55","22,4","71,083",56
01/12/2006,1,6,12,0,"31,3","26,129","20,1","70,208",48
02/12/2006,2,7,12,0,"30,2","26,542","21,5","73,208",57
03/12/2006,3,1,12,0,"29,7","26,992","24,8","67,333",52
04/12/2006,4,2,12,"1,4","30,4","26,03","22,3","71,13",51
05/12/2006,5,3,12,2,"30,6","25,096","20,6","75,304",52
06/12/2006,6,4,12,0,"30,7","25,967","21,1","71,375",47
07/12/2006,7,5,12,0,"31,7","25,958","21,1","75,458",52
08/12/2006,8,6,12,"0,2",32,"28,121","25,3","69,833",51
09/12/2006,9,7,12,0,32,"26,825",22,"72,167",48
10/12/2006,10,1,12,0,"31,7","26,671","21,7","72,083",49
11/12/2006,11,2,12,0,"31,9","26,942","22,1","71,708",51
12/12/2006,12,3,12,0,"31,5","27,988","25,3",68,52
13/12/2006,13,4,12,0,"30,6","27,543","25,5","69,13",55
14/12/2006,14,5,12,0,"29,6","27,133","25,2","67,417",56
15/12/2006,15,6,12,0,"31,2","27,225","22,7","67,042",49
16/12/2006,16,7,12,"1,8","31,6","27,696","24,6","68,958",50
17/12/2006,17,1,12,"0,4","31,4","27,946","25,4","68,5",53
18/12/2006,18,2,12,0,"31,1","28,039","26,1","66,913",50
19/12/2006,19,3,12,15,"27,1","24,646","23,5","84,875",68
20/12/2006,20,4,12,"77,8","30,2","26,163","21,7","77,5",60
21/12/2006,21,5,12,0,"30,3","27,274","25,3","68,174",53
22/12/2006,22,6,12,0,"30,4","27,204","25,2","65,917",47
23/12/2006,23,7,12,0,"29,8",null,"21,8","78,533",55
24/12/2006,24,1,12,null,"31,2","26,335",null,"70,391",49
25/12/2006,25,2,12,null,null,null,null,null,65
26/12/2006,26,3,12,null,null,null,null,"63,462",51
27/12/2006,27,4,12,0,"31,5","26,788",22,"72,625",51
28/12/2006,28,5,12,"6,4",29,"26,296","23,5","79,333",66
29/12/2006,29,6,12,"0,4","29,2","25,875","22,7","78,625",62
30/12/2006,30,7,12,"2,8","29,9","25,75","22,4","78,542",59
31/12/2006,31,1,12,0,"29,9","26,271","22,5","76,333",57
01/01/2007,1,2,1,"0,6","30,9","27,15","22,5","71,833",54
02/01/2007,2,3,1,"14,4","29,7","25,175","23,5","84,458",60
03/01/2007,3,4,1,"14,6","30,3","26,271","23,3","75,167",53
04/01/2007,4,5,1,"25,8","29,9","25,983","22,7","77,833",59
05/01/2007,5,6,1,"6,8","30,2","26,596","23,4","76,833",59
06/01/2007,6,7,1,"11,6","29,5","26,2","23,5","78,75",64
07/01/2007,7,1,1,3,"29,9",27,"22,6","70,625",54
08/01/2007,8,2,1,"0,4","29,4","26,733",25,"71,625",55
09/01/2007,9,3,1,"0,6","30,9","26,258","23,4","79,958",59
10/01/2007,10,4,1,"5,4","30,5","26,879","24,1","75,667",59
11/01/2007,11,5,1,0,"31,2","27,183","22,7","74,458",58
12/01/2007,12,6,1,"0,8","30,4","27,55","25,2","70,875",57
13/01/2007,13,7,1,"0,2","30,9","26,417",23,"74,958",53
14/01/2007,14,1,1,0,"31,1","26,242",22,"76,833",57
15/01/2007,15,2,1,0,"30,8","26,922","22,4","74,391",57
16/01/2007,16,3,1,0,"30,5","27,663","25,7","71,375",58
17/01/2007,17,4,1,0,"30,7","27,996","25,9","68,208",52
18/01/2007,18,5,1,"0,8","30,5","27,508","24,6","65,167",47
19/01/2007,19,6,1,0,"30,9","25,975","21,1","75,583",55
20/01/2007,20,7,1,0,"31,4","28,133",26,"70,458",55
21/01/2007,21,1,1,0,31,"27,725","25,5","67,25",51
22/01/2007,22,2,1,0,"31,6","26,329","21,2","71,583",46
23/01/2007,23,3,1,0,"31,2","26,233","21,6","71,167",47
24/01/2007,24,4,1,0,"30,6","26,975","22,4","66,708",49
25/01/2007,25,5,1,0,"31,2","26,579","21,6","74,083",56
26/01/2007,26,6,1,0,"31,5","28,038","25,8","67,417",49
27/01/2007,27,7,1,"0,6","31,4","27,575","23,3","66,875",42
28/01/2007,28,1,1,0,"31,3","26,846","22,4","71,083",50
29/01/2007,29,2,1,0,"31,3","26,704","21,5","72,417",55
30/01/2007,30,3,1,0,"31,7","27,713","23,4","68,667",50
31/01/2007,31,4,1,0,"31,6","27,408","22,6","69,208",49
01/02/2007,1,5,2,0,"31,6","26,938","22,4","73,958",54
02/02/2007,2,6,2,0,32,"28,225","24,8","69,083",54
03/02/2007,3,7,2,0,"32,2","27,713",24,"71,5",54
04/02/2007,4,1,2,0,32,"27,908","23,4","70,417",53
05/02/2007,5,2,2,0,"31,6","28,346","25,2","69,042",52
06/02/2007,6,3,2,"0,4","31,4","27,613","23,7","69,708",53
07/02/2007,7,4,2,"0,2","31,7","26,933","22,1","70,333",50
08/02/2007,8,5,2,0,"31,9","27,321","22,5","70,625",50
09/02/2007,9,6,2,"0,6","31,5","28,113","25,8","65,625",50
10/02/2007,10,7,2,"0,4",32,"27,042","22,6","71,667",50
11/02/2007,11,1,2,0,"31,9","27,179","21,8","66,875",48
12/02/2007,12,2,2,0,"33,2","27,792",22,"67,667",43
13/02/2007,13,3,2,0,"33,6","28,329","24,7",71,47
14/02/2007,14,4,2,"22,2",30,"25,646","22,6","80,125",60
15/02/2007,15,5,2,3,"31,7","26,979",23,"77,083",53
16/02/2007,16,6,2,0,"31,5","27,513","23,6","72,417",52
17/02/2007,17,7,2,"2,8",32,"27,921",24,67,41
18/02/2007,18,1,2,0,32,"26,717","22,4","74,167",51
19/02/2007,19,2,2,"22,6","31,8","26,7","23,3","76,417",52
20/02/2007,20,3,2,"2,8","31,9","26,304","22,8","78,875",53
21/02/2007,21,4,2,"4,6","29,8","24,995","22,2","82,864",62
22/02/2007,22,5,2,null,null,null,"22,2",null,66
23/02/2007,23,6,2,null,null,null,null,null,null
24/02/2007,24,7,2,null,null,null,null,null,null
25/02/2007,25,1,2,null,null,null,null,null,null
26/02/2007,26,2,2,null,null,null,null,null,null
27/02/2007,27,3,2,null,null,null,null,null,56
28/02/2007,28,4,2,null,null,null,"23,1",null,80
01/03/2007,1,5,3,null,null,null,null,"72,286",63
02/03/2007,2,6,3,"0,8","30,3","27,233","24,7","65,875",53
03/03/2007,3,7,3,13,"30,4","25,883","21,6","79,167",59
